Invluokka,feaMed1,feaMed2,feaMed3,feaMed4,feaMed5,feaMed6,feaMed7,feaMed8,suoMod
104,43.0,98.0,237.0,147.0,109.0,127.0,0.0,2.0,0.0
271,78.0,115.0,181.0,116.0,116.0,137.0,0.0,5.0,0.0
262,53.0,108.0,244.0,138.0,142.0,125.0,0.0,13.0,0.0
241,38.0,135.5,243.5,134.0,148.0,143.0,0.5,11.0,0.0
242,43.5,166.0,243.0,133.0,170.0,170.5,53.5,18.5,0.0
321,46.0,168.0,243.0,136.0,166.0,157.0,0.0,24.0,1.0
321,48.0,167.0,244.0,133.0,170.0,159.0,0.0,24.0,1.0
321,46.0,164.0,243.0,135.0,166.0,161.0,0.0,24.0,1.0
321,42.0,154.0,244.0,133.0,161.0,153.0,1.0,18.0,1.0
251,44.0,166.0,243.0,134.0,167.0,169.0,58.0,23.0,0.0
242,43.0,152.0,243.0,131.0,161.0,160.0,0.0,13.0,0.0
241,35.0,133.0,243.0,134.0,145.0,140.0,1.0,10.0,0.0
242,43.0,162.5,243.0,134.0,164.0,163.0,40.0,19.0,0.0
332,35.0,125.0,244.0,133.0,137.0,135.0,0.0,12.0,1.0
321,45.0,162.0,244.0,135.0,164.0,156.0,0.0,25.0,1.0
321,50.0,161.5,243.0,130.5,160.0,152.0,0.0,15.0,1.0
323,57.0,167.0,241.0,129.0,163.0,161.0,0.0,17.0,1.0
242,42.0,164.0,243.0,135.0,167.0,169.0,53.0,23.0,0.0
242,43.0,166.0,243.0,135.0,168.0,171.0,56.0,22.5,0.0
242,42.0,159.5,243.0,131.0,165.0,161.0,0.0,10.0,0.0
242,41.5,155.0,245.0,132.0,165.0,159.0,43.0,18.0,0.0
251,48.0,175.0,243.0,138.5,174.0,174.0,84.0,20.5,0.0
242,47.0,168.0,243.0,135.0,170.0,168.0,65.0,17.0,0.0
242,41.0,159.0,243.0,131.0,167.0,166.0,63.0,17.0,0.0
252,48.0,180.0,242.0,141.0,176.0,175.0,98.0,27.0,0.0
242,46.0,167.0,244.0,136.0,172.0,175.0,79.0,16.0,0.0
251,47.0,171.0,243.0,138.0,173.0,175.0,72.0,19.0,0.0
242,41.0,167.0,243.0,136.0,173.0,173.0,62.0,14.0,0.0
252,49.5,169.5,243.0,138.0,174.5,168.0,91.0,27.0,0.0
251,49.0,174.0,243.0,139.0,174.0,169.0,84.0,22.0,0.0
242,40.0,154.0,244.0,132.0,165.0,155.0,54.0,19.0,0.0
242,40.0,132.0,244.0,129.0,154.0,141.0,35.0,10.0,0.0
252,48.0,174.0,243.0,140.0,173.0,164.0,82.5,27.5,0.0
242,45.5,167.0,243.0,135.5,170.5,163.0,0.0,22.0,0.0
242,47.0,174.0,243.0,138.5,172.0,167.0,0.0,23.0,0.0
242,44.0,146.0,245.0,132.0,163.0,158.0,55.0,14.0,0.0
252,54.0,172.0,243.0,140.0,173.0,172.0,82.0,30.0,0.0
242,47.0,153.0,244.0,133.0,162.0,165.0,39.0,20.0,0.0
241,54.0,150.0,241.0,129.0,156.0,155.0,0.0,21.0,0.0
242,51.0,156.0,244.0,130.0,168.0,158.0,0.0,24.0,0.0
241,55.0,141.0,239.0,127.0,151.0,149.0,0.0,17.0,0.0
232,53.0,123.0,239.0,137.0,140.0,135.0,0.0,12.0,0.0
241,50.0,143.0,242.0,131.0,156.0,149.0,2.0,17.0,0.0
220,52.0,129.5,238.0,133.0,141.5,138.0,0.0,10.5,0.0
232,53.0,131.0,240.0,130.0,144.0,137.0,0.0,15.0,0.0
232,53.0,135.0,238.0,128.0,142.0,151.0,0.0,11.0,0.0
232,46.0,128.0,241.0,130.0,142.0,135.0,0.0,13.0,0.0
242,46.0,133.0,244.0,129.0,151.0,141.0,0.0,15.0,0.0
242,46.0,138.0,244.0,130.0,158.0,141.0,2.0,27.0,0.0
241,49.0,133.0,242.0,128.0,149.0,138.0,0.0,15.0,0.0
220,48.0,122.0,239.0,137.0,137.0,133.0,0.0,14.0,0.0
242,53.0,181.0,240.0,140.0,171.0,181.0,73.0,34.0,0.0
251,44.0,180.0,242.0,144.0,176.0,178.0,120.0,32.0,0.0
251,51.0,183.0,241.0,140.0,172.0,174.0,76.0,36.0,0.0
242,47.0,161.0,244.0,135.0,164.0,160.0,55.0,26.0,0.0
242,46.0,147.0,243.0,129.0,159.0,158.0,33.0,7.0,0.0
242,45.0,156.0,245.0,135.0,165.0,150.0,41.0,24.0,0.0
242,45.0,159.0,243.5,135.0,167.0,149.0,58.5,23.0,0.0
241,44.0,156.0,245.0,135.0,165.0,152.0,48.0,22.0,0.0
242,46.0,161.0,244.0,134.0,168.0,158.0,57.0,23.0,0.0
241,44.0,153.0,245.0,134.0,164.0,152.0,41.0,21.0,0.0
241,43.0,146.0,245.0,132.0,160.0,147.0,38.0,21.0,0.0
241,42.0,142.0,243.0,129.0,155.0,144.0,27.0,16.0,0.0
241,45.0,129.0,241.0,132.0,147.0,136.0,12.0,13.0,0.0
242,45.0,159.0,244.0,133.0,166.0,164.0,42.0,18.0,0.0
241,42.5,150.5,244.0,131.0,163.0,152.0,0.5,22.0,0.0
242,41.0,145.0,245.0,133.0,160.0,142.0,33.0,24.0,0.0
242,44.0,163.0,244.0,137.0,169.0,158.0,49.0,34.0,0.0
241,44.0,140.0,244.0,129.0,156.0,142.0,0.0,22.0,0.0
242,43.0,151.0,244.0,131.0,163.0,156.0,8.0,18.0,0.0
262,42.0,134.0,244.0,131.0,150.0,134.0,9.0,13.5,0.0
241,43.0,139.0,245.0,131.0,156.5,141.0,50.0,16.0,0.0
333,45.0,131.5,241.0,130.0,155.0,152.5,0.0,27.0,1.0
241,41.0,143.5,245.0,132.0,157.5,142.5,52.0,20.0,0.0
430,34.5,118.0,243.0,137.5,135.5,148.0,0.0,1.0,0.0
323,46.0,154.0,242.0,132.0,160.0,153.0,1.0,23.0,1.0
241,42.0,154.0,244.0,134.5,161.0,151.0,57.0,31.5,0.0
333,40.0,137.0,242.0,130.0,149.0,139.0,0.0,24.0,1.0
262,46.0,154.0,244.0,131.0,164.0,155.0,41.0,23.0,0.0
241,42.0,140.0,245.0,132.0,154.0,140.0,36.0,17.0,0.0
242,44.0,155.0,245.0,134.0,164.0,152.0,51.0,32.0,0.0
241,42.0,154.0,245.0,135.0,163.0,148.0,61.0,26.0,0.0
241,44.0,137.0,245.0,132.0,152.0,138.0,27.5,13.5,0.0
241,42.0,133.0,244.0,127.0,147.0,135.0,13.0,14.0,0.0
232,42.0,134.0,244.0,128.0,149.0,137.0,5.0,12.0,0.0
242,41.0,153.0,244.0,132.0,165.0,159.0,5.0,19.0,0.0
232,44.0,138.0,243.0,128.0,152.0,140.0,0.0,15.0,0.0
232,44.0,139.0,244.0,129.0,155.0,139.0,15.0,19.0,0.0
241,42.0,153.0,244.0,133.0,163.0,155.0,50.0,23.0,0.0
232,43.0,131.0,243.0,131.0,145.0,138.0,5.0,11.0,0.0
241,43.0,132.0,245.0,134.0,148.0,133.0,34.0,12.0,0.0
263,45.0,168.0,243.0,138.0,170.0,164.0,96.0,36.5,0.0
263,41.5,170.5,243.0,139.0,171.0,167.5,100.0,38.5,0.0
241,43.0,158.0,243.0,132.0,164.0,159.0,4.0,23.0,0.0
263,38.0,153.0,242.0,135.0,161.0,162.0,1.0,32.0,0.0
263,31.0,159.0,240.0,137.0,168.0,161.0,17.0,55.0,0.0
263,46.0,175.0,242.0,142.0,172.0,168.0,89.0,52.0,0.0
263,36.0,152.5,242.0,135.5,162.0,157.5,0.0,15.0,0.0
313,46.0,172.0,243.0,141.0,170.0,167.0,54.0,36.0,0.0
262,33.5,147.0,244.0,134.0,156.0,143.5,0.5,26.5,0.0
321,35.0,165.5,242.0,140.0,171.0,173.0,3.0,42.0,1.0
242,43.0,155.0,244.0,132.0,166.0,155.0,67.0,25.0,0.0
242,49.0,175.0,244.0,139.0,174.0,169.0,76.0,34.0,0.0
242,46.0,164.0,243.0,136.0,163.0,166.0,52.0,42.0,0.0
430,9.0,138.0,238.0,132.0,118.0,126.0,0.0,1.0,0.0
242,44.0,165.0,243.0,135.0,168.0,170.0,64.0,20.0,0.0
241,47.0,154.0,244.0,132.0,158.0,154.0,29.0,17.0,0.0
232,49.0,132.0,241.0,131.0,150.0,142.0,0.0,14.0,0.0
430,9.0,143.0,241.5,128.0,118.0,137.0,0.0,1.0,0.0
332,37.5,144.0,240.0,132.0,157.0,156.0,0.0,25.0,1.0
242,44.0,149.0,243.0,129.0,161.0,157.0,13.0,21.0,0.0
242,46.5,149.0,242.0,128.5,160.0,156.0,6.0,16.5,0.0
321,49.0,161.0,242.0,133.0,161.0,156.0,0.0,17.0,1.0
321,45.0,162.0,242.0,133.0,161.0,158.0,0.0,18.0,0.0
321,51.5,164.0,241.0,131.5,163.0,164.0,1.0,17.0,0.0
241,46.0,139.0,243.0,126.0,153.0,141.0,0.0,12.0,0.0
241,46.0,141.0,244.0,129.0,157.5,143.0,0.0,16.0,0.0
242,48.0,152.0,244.0,131.0,163.0,146.5,11.0,18.0,0.0
331,49.0,164.0,243.0,138.0,169.0,151.5,25.0,40.0,0.0
323,46.0,151.0,243.0,135.0,163.0,149.0,16.0,29.0,0.0
241,42.0,131.0,244.0,132.0,147.0,136.0,2.0,14.0,0.0
321,46.0,152.0,244.0,133.0,163.0,148.0,4.0,21.0,0.0
313,48.0,154.0,242.0,136.0,165.0,158.0,17.0,28.0,0.0
232,46.0,134.0,242.0,132.0,148.0,134.0,0.0,9.0,0.0
242,44.0,146.0,244.0,131.0,158.0,147.0,1.0,14.0,0.0
323,38.5,143.5,244.5,139.0,162.5,144.5,3.0,31.0,1.0
321,36.0,137.0,245.0,133.0,155.0,132.0,1.0,20.0,0.0
331,36.5,144.5,243.0,138.5,160.5,149.5,0.0,28.5,1.0
241,48.0,133.0,244.0,130.0,151.0,139.0,0.0,13.0,0.0
232,46.0,137.0,243.0,133.0,147.0,144.0,0.0,13.0,0.0
241,44.0,130.0,245.0,130.0,149.0,129.0,26.0,15.0,0.0
241,45.0,139.0,245.0,129.0,156.0,139.0,28.0,20.0,0.0
242,46.0,151.0,243.0,130.0,160.0,146.0,1.0,19.0,0.0
241,47.0,144.0,244.0,130.0,158.0,145.0,3.0,18.0,0.0
232,44.0,132.0,246.0,133.0,150.0,134.0,27.0,13.0,0.0
323,46.0,160.0,236.0,130.0,156.0,183.0,0.0,19.0,1.0
323,48.0,163.0,242.0,135.0,165.0,165.0,1.0,25.0,1.0
321,40.0,137.0,243.0,131.0,149.0,140.0,3.0,15.0,0.0
232,43.0,133.5,245.0,134.0,151.0,132.0,27.5,16.0,0.0
241,45.0,140.5,244.5,130.5,151.5,139.0,20.5,14.5,0.0
241,47.0,140.0,243.0,131.0,154.0,147.0,0.0,12.0,0.0
242,45.0,147.0,244.0,131.0,163.0,151.0,34.5,15.0,0.0
323,51.0,161.0,241.0,133.0,164.0,162.0,2.0,20.0,0.0
241,47.0,151.0,244.0,135.0,163.5,154.0,5.5,23.0,0.0
241,40.0,154.0,244.0,131.0,164.0,159.0,38.0,18.0,0.0
232,44.0,136.0,243.0,129.0,153.0,143.5,0.0,17.0,0.0
241,31.0,148.0,243.0,131.0,156.0,154.0,73.0,13.0,0.0
232,34.0,137.0,243.0,133.0,147.0,141.0,74.0,12.0,0.0
232,31.0,143.0,243.0,133.0,151.0,155.0,78.0,10.0,0.0
241,33.0,147.0,244.0,134.0,156.0,152.0,81.0,11.0,0.0
241,32.0,144.0,244.0,134.0,151.5,152.5,107.5,11.0,0.0
241,29.0,148.0,243.0,133.0,153.0,159.0,80.0,16.0,0.0
430,3.0,146.0,239.0,136.0,85.0,201.0,0.0,1.0,0.0
242,32.0,153.5,243.0,134.0,157.0,162.0,84.0,21.0,0.0
232,35.0,135.0,243.0,133.0,144.0,140.0,102.0,9.0,0.0
232,38.0,133.0,242.0,134.0,140.0,142.0,92.0,7.0,0.0
241,37.0,137.0,241.5,134.0,144.5,149.5,107.0,9.0,0.0
232,34.0,139.0,243.0,134.0,145.0,148.0,109.5,8.0,0.0
241,34.5,151.5,243.0,136.0,158.0,161.0,88.0,18.0,0.0
242,32.0,145.0,244.0,135.0,151.0,155.0,93.0,12.0,0.0
242,34.0,145.0,243.0,136.0,153.0,154.0,94.0,12.0,0.0
231,33.0,137.0,241.0,137.0,145.0,151.0,90.0,16.0,0.0
241,34.0,144.0,242.0,135.0,152.0,156.0,97.0,14.0,0.0
241,32.0,147.0,242.0,135.0,153.0,160.0,93.0,9.0,0.0
241,29.0,144.0,242.0,135.0,147.0,157.5,89.5,9.5,0.0
241,31.0,145.0,243.0,136.5,150.5,165.0,86.5,5.5,0.0
241,29.0,146.0,243.0,134.5,151.0,154.0,92.5,8.0,0.0
232,28.0,146.0,243.0,135.0,149.5,155.0,90.5,9.0,0.0
241,29.0,146.0,243.0,133.0,150.0,157.0,103.0,7.0,0.0
241,27.0,147.0,242.0,134.0,151.0,158.0,92.0,12.0,0.0
241,32.0,145.0,243.0,134.0,152.0,154.0,81.0,11.0,0.0
241,31.0,143.5,243.0,132.5,151.0,155.0,98.5,11.0,0.0
231,28.0,145.0,243.0,135.0,150.0,155.0,94.0,10.0,0.0
262,71.0,159.0,239.0,129.0,163.0,155.0,0.0,22.0,0.0
232,37.0,130.0,241.0,132.0,139.0,141.0,84.0,9.0,0.0
231,38.0,131.0,242.0,135.0,142.0,139.0,110.0,6.0,0.0
232,36.0,135.0,243.0,135.0,145.0,145.0,77.0,11.0,0.0
241,35.0,141.0,242.5,133.5,146.0,149.5,102.0,6.0,0.0
241,31.0,145.0,241.0,135.0,148.0,155.0,104.0,13.0,0.0
241,36.0,136.0,242.0,134.0,144.0,146.0,95.0,9.0,0.0
232,35.0,135.0,240.5,134.0,144.0,147.5,91.5,8.0,0.0
232,32.0,143.0,243.0,134.0,149.0,156.0,97.0,10.0,0.0
232,30.0,145.0,243.0,134.0,149.0,161.0,85.0,8.0,0.0
241,30.0,149.0,243.0,134.0,154.0,163.0,84.0,12.0,0.0
232,30.0,147.0,243.0,135.0,150.0,161.0,90.5,5.5,0.0
241,31.0,149.0,241.0,135.0,152.0,164.0,90.0,8.0,0.0
241,26.0,146.0,243.0,134.0,148.0,163.0,99.0,15.0,0.0
241,41.0,141.0,245.0,132.0,160.0,147.0,33.0,19.0,0.0
242,41.5,141.5,244.0,130.5,158.5,149.0,1.0,19.0,0.0
242,47.0,140.0,243.0,128.5,159.5,145.0,0.0,15.0,0.0
242,43.0,148.5,244.0,131.0,164.5,151.0,2.5,22.0,0.0
242,46.0,144.0,244.0,130.0,160.0,151.0,1.0,18.0,0.0
242,43.0,150.0,244.0,131.0,164.0,152.0,0.0,21.0,0.0
430,7.5,148.5,241.0,129.0,136.0,179.0,0.0,1.0,0.0
241,44.0,136.0,244.0,129.0,154.0,140.0,0.0,12.0,0.0
430,12.5,142.5,239.0,127.0,100.5,172.0,0.0,1.0,0.0
430,2.0,146.0,242.0,134.0,132.0,193.0,0.0,1.0,0.0
430,2.0,146.0,242.0,134.0,128.5,170.5,0.0,1.0,0.0
242,41.0,149.0,245.0,131.0,164.0,154.0,35.0,21.0,0.0
241,41.0,134.0,246.0,132.0,155.0,139.0,36.0,16.0,0.0
242,42.0,154.5,245.0,133.0,166.0,156.0,57.5,24.0,0.0
242,40.0,151.0,245.0,133.0,166.0,157.0,24.5,19.0,0.0
242,41.0,149.0,245.0,133.0,162.0,151.0,56.0,19.0,0.0
242,41.0,149.5,245.0,133.0,164.0,152.0,39.0,20.0,0.0
242,42.0,150.0,245.0,133.0,163.0,154.0,39.0,20.0,0.0
242,42.0,143.0,245.0,131.0,159.0,148.0,24.0,15.0,0.0
242,41.0,143.0,245.0,131.0,160.0,149.0,23.0,15.0,0.0
242,40.5,139.0,245.0,128.5,157.0,145.5,15.0,14.5,0.0
242,41.0,142.0,245.0,130.0,159.5,149.0,16.0,15.0,0.0
242,40.0,141.5,245.0,131.0,159.0,145.5,14.0,17.0,0.0
242,40.0,144.0,245.0,131.0,162.0,152.0,8.0,18.0,0.0
242,41.0,150.0,245.0,133.0,165.0,156.0,13.0,19.0,0.0
242,42.0,153.0,244.0,132.0,167.0,158.0,35.0,21.0,0.0
242,42.0,156.0,245.0,134.0,168.0,160.0,45.0,21.0,0.0
242,44.0,156.0,245.0,133.0,169.0,162.0,22.0,18.0,0.0
242,41.0,153.0,244.0,130.0,166.0,158.0,60.0,20.0,0.0
242,41.0,153.0,245.0,132.0,165.0,156.0,53.0,23.0,0.0
242,42.0,152.0,245.0,132.0,164.0,155.0,44.0,22.0,0.0
242,41.0,155.0,244.0,133.0,168.0,161.0,39.0,20.0,0.0
242,41.0,155.0,244.0,132.0,167.5,161.0,42.0,19.0,0.0
242,40.0,146.0,245.0,132.5,162.0,152.0,19.5,18.5,0.0
242,42.0,159.0,244.0,134.0,170.0,165.0,43.0,23.0,0.0
242,43.0,159.0,244.0,134.0,169.5,164.0,63.0,21.0,0.0
242,39.5,150.0,245.0,132.0,165.0,156.5,58.0,18.5,0.0
242,42.0,153.0,244.0,134.0,166.5,161.0,73.0,21.0,0.0
242,38.0,164.0,244.0,135.0,167.0,170.0,51.0,25.0,0.0
242,41.0,158.0,244.0,132.0,170.0,170.0,10.0,20.0,0.0
241,42.0,138.0,243.0,131.0,151.0,141.0,0.0,18.0,0.0
241,46.5,123.0,242.0,135.0,142.0,128.0,20.0,14.0,0.0
241,43.0,138.0,245.0,134.5,155.5,138.0,42.0,21.0,0.0
241,45.0,144.0,244.0,132.0,160.0,142.0,42.0,23.0,0.0
241,44.0,141.0,244.0,134.0,159.0,138.0,43.0,26.0,0.0
241,43.0,144.0,244.0,134.0,158.0,139.0,38.0,27.0,0.0
333,34.0,130.0,244.0,136.0,149.0,147.0,0.0,25.0,1.0
333,35.0,137.0,241.0,134.0,148.0,149.0,0.0,24.0,1.0
333,37.0,140.0,241.0,136.0,153.0,153.0,0.0,26.0,1.0
323,37.0,141.0,241.0,134.0,150.0,159.0,2.0,24.0,1.0
323,42.5,145.0,241.5,133.0,157.0,160.5,4.0,25.5,1.0
323,42.5,145.0,241.5,133.0,157.0,160.5,4.0,25.5,1.0
241,44.0,143.0,245.0,131.0,160.0,142.0,35.0,17.0,0.0
241,46.0,130.0,243.0,131.0,151.0,133.0,29.0,16.0,0.0
232,46.0,127.0,243.0,132.0,143.0,131.0,30.0,12.0,0.0
430,3.0,145.0,240.0,134.0,99.0,197.5,0.0,1.0,0.0
241,44.0,139.0,244.0,130.0,154.0,141.0,24.0,18.0,0.0
232,46.0,121.0,241.0,130.0,140.0,129.0,0.0,9.0,0.0
232,47.0,119.0,240.0,133.0,138.0,127.0,0.0,8.0,0.0
232,48.0,122.0,241.0,132.0,139.0,129.0,0.0,8.0,0.0
241,45.0,118.0,242.0,134.5,139.0,128.0,4.5,12.0,0.0
232,45.0,122.0,241.0,135.0,137.0,128.0,1.0,9.0,0.0
241,44.0,132.0,243.0,128.0,150.0,135.0,0.0,11.0,0.0
241,49.0,136.0,240.0,125.0,151.0,154.0,0.0,14.0,0.0
232,52.0,129.0,235.0,127.0,140.0,147.0,0.0,12.5,0.0
232,52.0,122.0,236.0,128.0,137.0,138.0,3.0,9.0,0.0
241,48.0,128.0,241.0,132.0,144.0,135.0,0.0,9.0,0.0
241,47.0,129.0,241.0,126.0,145.0,145.0,0.0,10.0,0.0
241,47.5,124.0,241.0,131.0,143.5,132.0,0.0,9.0,0.0
232,48.0,126.0,242.0,128.0,145.0,136.0,0.0,7.5,0.0
232,49.0,124.0,240.0,129.0,143.0,135.0,0.0,11.0,0.0
241,41.0,130.0,240.0,129.0,145.0,150.5,0.0,11.5,0.0
232,47.0,121.0,241.0,129.0,137.0,129.0,0.0,6.0,0.0
232,47.0,121.0,241.0,129.0,137.0,129.0,0.0,6.0,0.0
242,36.0,138.0,242.0,126.0,150.0,173.0,0.0,10.0,0.0
430,4.0,144.0,240.0,132.0,106.0,157.0,0.0,1.0,0.0
232,55.0,126.0,235.0,126.0,142.0,147.0,0.0,13.0,0.0
232,56.0,127.0,235.0,124.0,148.0,150.0,0.0,12.0,0.0
241,42.0,131.0,241.0,134.0,143.0,149.0,3.0,11.0,0.0
241,42.0,143.5,244.0,133.0,158.0,151.0,31.0,19.5,0.0
241,45.0,125.0,243.0,130.0,145.0,134.0,0.0,12.0,0.0
241,46.0,125.0,243.0,129.0,145.0,135.5,0.0,10.0,0.0
241,45.0,120.0,243.0,133.0,141.0,127.0,0.0,9.0,0.0
242,47.0,131.0,243.0,133.0,151.0,142.0,5.0,26.0,0.0
241,44.0,131.0,243.0,129.0,150.0,143.0,0.0,17.0,0.0
242,45.0,140.0,244.0,128.0,158.0,149.0,1.0,18.0,0.0
232,47.0,126.0,242.0,130.0,144.0,134.0,0.0,11.0,0.0
232,46.0,124.0,242.5,130.0,142.0,130.0,0.0,9.5,0.0
323,44.0,153.0,239.0,133.0,160.0,171.0,2.0,25.0,1.0
333,35.0,152.0,242.0,135.0,162.0,162.0,3.0,29.0,1.0
323,44.0,150.0,241.0,132.0,161.0,160.0,3.0,26.0,1.0
333,35.0,136.0,241.0,135.0,153.0,163.0,0.0,21.0,1.0
321,45.0,160.0,244.0,135.0,174.0,157.0,29.0,36.0,0.0
333,38.0,130.0,240.0,134.0,149.0,152.0,0.0,23.0,1.0
241,45.0,135.0,244.0,127.0,155.0,143.0,24.0,16.0,0.0
333,40.5,132.5,240.0,136.0,152.0,156.0,0.0,27.0,1.0
241,42.0,139.0,245.0,130.0,157.0,147.0,32.5,23.0,0.0
241,44.0,140.0,245.0,131.0,159.0,144.0,43.0,23.0,0.0
242,44.0,149.0,244.0,129.0,165.0,158.0,0.0,20.0,0.0
242,44.0,145.0,243.0,127.5,162.5,155.0,0.0,18.0,0.0
242,44.0,143.0,244.0,128.0,162.0,154.0,0.0,19.0,0.0
242,45.0,158.0,243.0,131.0,170.0,165.0,0.0,22.0,0.0
242,44.0,142.0,244.0,127.0,162.0,151.0,0.0,19.0,0.0
242,44.0,147.0,244.0,129.0,164.0,155.0,4.0,21.0,0.0
241,44.0,133.0,244.0,127.0,156.0,143.0,0.0,14.5,0.0
241,44.0,141.0,244.0,127.0,162.0,150.0,0.0,17.0,0.0
242,43.0,148.0,244.0,129.0,168.0,157.0,2.0,19.0,0.0
241,45.0,138.0,243.0,127.0,156.0,151.0,0.0,11.5,0.0
241,44.0,128.5,243.0,128.0,150.5,145.0,0.0,10.0,0.0
241,44.0,134.0,243.0,127.0,155.0,147.0,0.0,14.0,0.0
241,45.0,135.0,243.0,127.0,154.0,150.5,0.0,7.5,0.0
242,42.0,143.5,244.0,127.0,164.0,156.0,0.0,14.0,0.0
242,42.0,143.5,244.0,127.0,164.0,156.0,0.0,14.0,0.0
241,41.5,148.5,243.0,130.5,156.5,153.5,30.5,17.0,0.0
242,42.0,141.0,245.0,130.0,160.0,149.0,2.0,19.0,0.0
241,42.0,133.0,244.0,133.0,152.0,136.0,26.0,22.0,0.0
241,43.0,132.0,244.0,133.0,148.5,132.5,24.5,16.0,0.0
101,45.0,108.0,242.0,145.0,136.0,118.0,1.0,14.0,0.0
101,46.0,100.0,240.0,148.0,129.0,113.0,1.0,11.0,0.0
101,45.0,101.0,242.0,149.0,128.5,111.0,1.0,8.5,0.0
101,47.0,110.0,242.0,148.0,140.0,121.0,11.0,17.0,0.0
241,41.0,157.0,243.0,135.0,162.0,156.0,49.0,29.0,0.0
430,3.0,146.0,241.0,136.0,131.0,165.5,0.0,1.0,0.0
242,39.0,160.0,242.5,135.0,165.0,162.5,64.5,28.5,0.0
430,3.0,146.0,240.0,133.0,130.5,182.0,0.0,1.0,0.0
242,43.0,160.0,245.0,136.0,167.0,156.0,59.0,29.0,0.0
333,33.0,138.0,243.0,137.0,151.0,149.0,0.0,25.0,1.0
242,44.0,152.0,244.0,129.0,164.0,155.0,39.0,22.0,0.0
242,44.0,157.0,244.0,135.0,166.0,156.0,68.0,25.0,0.0
322,45.0,151.0,243.0,130.0,161.0,155.0,2.0,17.0,1.0
242,45.0,162.0,243.0,135.0,170.0,165.0,64.0,29.0,0.0
333,38.0,142.0,242.0,132.0,155.0,151.0,0.0,23.0,1.0
241,45.0,149.5,244.0,131.5,162.0,151.5,54.5,22.5,0.0
220,79.0,66.0,226.0,165.0,115.0,118.0,2.0,6.0,0.0
220,83.0,64.0,222.0,170.0,112.0,122.0,0.0,5.0,0.0
242,45.0,156.0,243.0,134.0,164.0,155.0,49.0,22.0,0.0
220,93.0,49.0,217.0,174.0,108.5,117.0,0.0,3.0,0.0
220,85.0,68.0,217.0,166.0,112.0,125.0,0.0,8.0,0.0
241,42.0,124.0,243.0,132.0,147.0,130.0,0.0,11.0,0.0
242,43.0,151.0,245.0,134.0,165.0,152.0,54.0,24.0,0.0
242,43.0,150.0,244.0,131.0,164.0,159.0,26.0,23.0,0.0
242,43.0,150.0,244.5,132.0,164.0,155.0,37.0,26.5,0.0
242,46.0,161.0,242.0,136.0,169.0,164.0,65.0,25.0,0.0
242,42.0,154.0,242.0,134.0,162.0,154.0,48.0,23.0,0.0
430,4.0,146.0,239.0,130.0,117.0,199.0,0.0,1.0,0.0
430,15.0,149.0,239.0,132.0,135.0,176.0,0.0,1.0,0.0
242,44.0,153.0,242.0,132.0,163.0,154.0,25.0,20.0,0.0
312,48.0,163.0,242.0,139.0,172.0,157.0,6.0,39.0,1.0
333,46.0,155.0,240.0,135.0,161.0,164.0,1.0,22.0,1.0
242,43.0,152.0,245.0,133.0,168.0,158.0,71.0,23.0,0.0
241,43.0,136.0,245.0,131.0,156.0,144.0,46.0,18.0,0.0
333,44.0,156.0,240.0,131.5,161.5,171.5,3.0,23.5,1.0
241,45.0,137.0,242.0,130.0,155.0,142.0,0.0,16.0,0.0
242,44.0,139.0,244.0,127.0,160.0,147.0,0.0,19.0,0.0
242,44.0,146.0,244.0,128.0,162.0,154.0,2.0,19.0,0.0
333,38.5,140.5,243.0,129.0,157.0,152.0,3.5,22.0,1.0
242,43.0,138.0,244.0,126.0,157.0,147.0,0.0,16.0,0.0
241,42.5,142.5,242.0,127.5,157.0,146.0,0.0,15.0,0.0
241,44.0,140.0,245.0,130.5,159.0,149.0,55.0,20.0,0.0
241,43.0,142.0,243.0,131.0,155.0,144.0,37.0,14.0,0.0
333,40.0,158.0,238.0,133.0,157.0,192.0,0.0,17.0,1.0
241,49.0,137.0,240.0,129.0,152.0,148.0,0.0,13.0,0.0
241,46.0,141.0,241.0,125.0,150.0,147.0,0.0,11.5,0.0
242,45.0,152.0,242.0,132.0,163.0,156.0,37.0,19.0,0.0
242,43.0,149.0,243.0,133.0,164.0,152.0,55.0,21.0,0.0
242,44.0,146.0,243.0,128.0,159.0,153.0,0.0,16.0,0.0
242,46.0,151.0,243.0,129.0,163.0,157.0,2.0,19.0,0.0
242,45.0,152.0,242.0,132.0,164.0,160.0,45.0,21.5,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,35.0,155.0,243.0,134.0,162.0,170.5,112.5,13.0,0.0
